FlightID,RouteCode,Origin,Destination,RouteType,FlightDate,FlightDurationMins,AircraftType,SeatsAvailable,SeatsSold,Revenue,OperationalCost,OriginLatitude,OriginLongitude,DestinationLatitude,DestinationLongitude
FL119466,AMD-DEL,AMD,DEL,Domestic,2025-06-21,92,Airbus A321,220,129,601893.34,473920.25,23.0772,72.6347,28.5562,77.1
FL119467,COK-BOM,COK,BOM,Domestic,2025-10-24,104,Airbus A320,180,153,706995.28,455527.79,10.152,76.4019,19.0896,72.8656
FL119468,DEL-AMD,DEL,AMD,Domestic,2025-12-24,96,Airbus A321,220,156,692887.65,524890.84,28.5562,77.1,23.0772,72.6347
FL119469,LKO-DEL,LKO,DEL,Domestic,2025-04-26,68,Boeing 737,174,142,601500.08,661280.98,26.7606,80.8893,28.5562,77.1
FL119470,BLR-CCU,BLR,CCU,Domestic,2025-09-08,160,Airbus A321,220,177,922063.07,525437.43,13.1986,77.7066,22.6547,88.4467
FL119471,COK-DEL,COK,DEL,Domestic,2025-05-04,183,Boeing 737,174,139,781986.53,540338.6,10.152,76.4019,28.5562,77.1
FL119472,DEL-BLR,DEL,BLR,Domestic,2025-04-08,158,Boeing 737,174,133,699033.83,516488.11,28.5562,77.1,13.1986,77.7066
FL119473,LKO-DEL,LKO,DEL,Domestic,2025-05-26,69,Airbus A320,180,139,461389.69,720485.41,26.7606,80.8893,28.5562,77.1
FL119474,DEL-HYD,DEL,HYD,Domestic,2025-12-31,123,Boeing 737,174,141,889837.85,535163.18,28.5562,77.1,17.2403,78.4294
FL119475,DEL-LHR,DEL,LHR,International,2025-02-06,522,Boeing 787,250,206,4202962.63,2311216.22,28.5562,77.1,51.47,-0.4543
FL119476,COK-BOM,COK,BOM,Domestic,2025-07-07,99,Airbus A320,180,124,583381.71,452245.33,10.152,76.4019,19.0896,72.8656
FL119477,COK-DEL,COK,DEL,Domestic,2025-08-13,183,Boeing 737,174,128,728420.88,555428.42,10.152,76.4019,28.5562,77.1
FL119478,BLR-HYD,BLR,HYD,Domestic,2025-05-12,57,Boeing 737,174,102,368864.68,358068.14,13.1986,77.7066,17.2403,78.4294
FL119479,DEL-FRA,DEL,FRA,International,2025-05-24,495,Airbus A350,315,205,2847905.75,2359072.43,28.5562,77.1,50.0379,8.5622
FL119480,BOM-BLR,BOM,BLR,Domestic,2025-06-28,95,Boeing 737,174,141,567838.69,513565.43,19.0896,72.8656,13.1986,77.7066
FL119481,BOM-BLR,BOM,BLR,Domestic,2025-02-21,96,Airbus A320,180,157,762478.17,423915.84,19.0896,72.8656,13.1986,77.7066
FL119482,HYD-CCU,HYD,CCU,Domestic,2025-12-04,122,Airbus A320,180,158,988096.76,494403.06,17.2403,78.4294,22.6547,88.4467
FL119483,DEL-HYD,DEL,HYD,Domestic,2025-08-14,121,Boeing 737,174,163,871586.39,564045.51,28.5562,77.1,17.2403,78.4294
FL119484,BOM-MAA,BOM,MAA,Domestic,2025-07-21,118,Boeing 737,174,140,771950.04,541812.98,19.0896,72.8656,12.9941,80.1709
FL119485,DEL-BLR,DEL,BLR,Domestic,2025-01-08,157,Airbus A320,180,171,793828.73,598711.26,28.5562,77.1,13.1986,77.7066
FL119486,BLR-HYD,BLR,HYD,Domestic,2025-10-18,62,Airbus A320,180,173,673568.09,439263.05,13.1986,77.7066,17.2403,78.4294
FL119487,BOM-MAA,BOM,MAA,Domestic,2025-09-04,110,Airbus A320,180,122,643326.2,474165.67,19.0896,72.8656,12.9941,80.1709
FL119488,COK-DEL,COK,DEL,Domestic,2025-07-06,187,Airbus A321,220,165,940063.45,672053.06,10.152,76.4019,28.5562,77.1
FL119489,LKO-DEL,LKO,DEL,Domestic,2025-06-29,69,Airbus A321,220,177,533463.92,838277.18,26.7606,80.8893,28.5562,77.1
FL119490,COK-DEL,COK,DEL,Domestic,2025-03-05,181,Boeing 737,174,133,876838.49,638669.39,10.152,76.4019,28.5562,77.1
FL119491,BLR-CCU,BLR,CCU,Domestic,2025-02-18,157,Boeing 737,174,115,540988.42,512214.67,13.1986,77.7066,22.6547,88.4467
FL119492,BLR-SIN,BLR,SIN,International,2025-05-16,267,Boeing 737,174,120,1626983.4,1562920.43,13.1986,77.7066,1.3644,103.9915
FL119493,BOM-NRT,BOM,NRT,International,2025-01-10,539,Airbus A350,315,278,4512106.45,2630630.61,19.0896,72.8656,35.772,140.3929
FL119494,DEL-HYD,DEL,HYD,Domestic,2025-02-09,131,Boeing 737,174,144,806478.84,489915.24,28.5562,77.1,17.2403,78.4294
FL119495,MAA-COK,MAA,COK,Domestic,2025-11-22,69,Boeing 737,174,137,554791.33,414396.71,12.9941,80.1709,10.152,76.4019
FL119496,DEL-LHR,DEL,LHR,International,2025-09-18,525,Airbus A350,315,199,3612667.12,2369092.9,28.5562,77.1,51.47,-0.4543
FL119497,AMD-DEL,AMD,DEL,Domestic,2025-12-08,87,Airbus A320,180,168,721319.14,456722.13,23.0772,72.6347,28.5562,77.1
FL119498,MAA-COK,MAA,COK,Domestic,2025-06-20,79,Airbus A320,180,120,546632.44,470566.17,12.9941,80.1709,10.152,76.4019
FL119499,BOM-HYD,BOM,HYD,Domestic,2025-04-13,86,Boeing 737,174,115,531440.23,436785.56,19.0896,72.8656,17.2403,78.4294
FL119500,DEL-SYD,DEL,SYD,International,2025-01-15,794,Airbus A350,315,230,5431862.68,3321861.74,28.5562,77.1,-33.9399,151.1753
FL119501,BLR-DXB,BLR,DXB,International,2025-10-22,238,Boeing 787,250,174,2302492.26,1652698.72,13.1986,77.7066,25.2532,55.3657
FL119502,MAA-SIN,MAA,SIN,International,2025-03-27,242,Airbus A321,220,190,2526693.56,1635912.11,12.9941,80.1709,1.3644,103.9915
FL119503,BOM-DXB,BOM,DXB,International,2025-08-16,172,Airbus A321,220,179,2300620.71,1421456.34,19.0896,72.8656,25.2532,55.3657
FL119504,BLR-PNQ,BLR,PNQ,Domestic,2025-12-03,69,Airbus A321,220,201,923635.45,467026.23,13.1986,77.7066,18.5821,73.9197
FL119505,BOM-HYD,BOM,HYD,Domestic,2025-03-27,85,Boeing 737,174,122,568929.59,505111.91,19.0896,72.8656,17.2403,78.4294
FL119506,COK-BOM,COK,BOM,Domestic,2025-04-24,115,Airbus A320,180,148,719516.71,502693.1,10.152,76.4019,19.0896,72.8656
FL119507,BOM-BKK,BOM,BKK,International,2025-06-10,257,Boeing 737,174,87,1413888.09,1633898.42,19.0896,72.8656,13.69,100.7501
FL119508,BOM-BLR,BOM,BLR,Domestic,2025-04-27,97,Airbus A321,220,167,784692.17,529514.3,19.0896,72.8656,13.1986,77.7066
FL119509,DEL-AMD,DEL,AMD,Domestic,2025-03-27,84,Boeing 737,174,141,632767.51,389326.86,28.5562,77.1,23.0772,72.6347
FL119510,PNQ-DEL,PNQ,DEL,Domestic,2025-09-05,110,Airbus A321,220,149,655964.14,566301.51,18.5821,73.9197,28.5562,77.1
FL119511,BOM-LHR,BOM,LHR,International,2025-09-28,580,Airbus A350,315,204,3339206.53,2506698.31,19.0896,72.8656,51.47,-0.4543
FL119512,DEL-DOH,DEL,DOH,International,2025-10-05,234,Boeing 737,174,165,1961732.08,1439327.87,28.5562,77.1,25.2731,51.6081
FL119513,DEL-SYD,DEL,SYD,International,2025-02-20,796,Boeing 787,250,211,4117611.15,3187985.93,28.5562,77.1,-33.9399,151.1753
FL119514,PNQ-DEL,PNQ,DEL,Domestic,2025-10-08,131,Airbus A320,180,132,642381.72,567720.01,18.5821,73.9197,28.5562,77.1
FL119515,BOM-MAA,BOM,MAA,Domestic,2025-11-26,109,Airbus A321,220,206,934861.88,569075.11,19.0896,72.8656,12.9941,80.1709
FL119516,MAA-CCU,MAA,CCU,Domestic,2025-03-14,142,Airbus A320,180,140,661810.98,464328.13,12.9941,80.1709,22.6547,88.4467
FL119517,BOM-MAA,BOM,MAA,Domestic,2025-03-11,116,Airbus A320,180,161,780648.98,462027.47,19.0896,72.8656,12.9941,80.1709
FL119518,DEL-JFK,DEL,JFK,International,2025-11-22,897,Boeing 777,350,267,6726292.78,3519567.86,28.5562,77.1,40.6413,-73.7781
FL119519,BOM-DEL,BOM,DEL,Domestic,2025-02-08,111,Boeing 737,174,136,558617.31,538545.08,19.0896,72.8656,28.5562,77.1
FL119520,BLR-HYD,BLR,HYD,Domestic,2025-03-05,64,Boeing 737,174,123,443712.83,443261.72,13.1986,77.7066,17.2403,78.4294
FL119521,DEL-SYD,DEL,SYD,International,2025-11-26,813,Boeing 787,250,208,4502871.79,3275791.35,28.5562,77.1,-33.9399,151.1753
FL119522,HYD-COK,HYD,COK,Domestic,2025-12-24,103,Airbus A320,180,153,481018.42,366181.61,17.2403,78.4294,10.152,76.4019
FL119523,JAI-DEL,JAI,DEL,Domestic,2025-03-07,48,Airbus A320,180,128,489401.13,714648.67,26.8242,75.8122,28.5562,77.1
FL119524,DEL-BLR,DEL,BLR,Domestic,2025-08-03,160,Airbus A321,220,145,900405.88,565876.82,28.5562,77.1,13.1986,77.7066
FL119525,GOI-DEL,GOI,DEL,Domestic,2025-11-04,154,Boeing 737,174,147,751136.01,1019573.03,15.3808,73.8314,28.5562,77.1
FL119526,AMD-DEL,AMD,DEL,Domestic,2025-07-17,88,Airbus A321,220,133,525518.45,517920.58,23.0772,72.6347,28.5562,77.1
FL119527,BOM-JFK,BOM,JFK,International,2025-11-04,956,Airbus A350,315,253,5869110.44,3562658.58,19.0896,72.8656,40.6413,-73.7781
FL119528,DEL-MAA,DEL,MAA,Domestic,2025-08-15,172,Boeing 737,174,146,858916.68,610838.8,28.5562,77.1,12.9941,80.1709
FL119529,GOI-BOM,GOI,BOM,Domestic,2025-08-18,58,Boeing 737,174,129,581119.63,794567.63,15.3808,73.8314,19.0896,72.8656
FL119530,DEL-LHR,DEL,LHR,International,2025-02-02,523,Airbus A350,315,179,3068127.79,2369466.7,28.5562,77.1,51.47,-0.4543
FL119531,BLR-MAA,BLR,MAA,Domestic,2025-07-26,53,Airbus A320,180,136,478816.07,410179.25,13.1986,77.7066,12.9941,80.1709
FL119532,BOM-DEL,BOM,DEL,Domestic,2025-01-17,116,Airbus A321,220,146,585816.77,527920.42,19.0896,72.8656,28.5562,77.1
FL119533,AMD-DEL,AMD,DEL,Domestic,2025-04-04,100,Airbus A320,180,112,439232.99,455094.84,23.0772,72.6347,28.5562,77.1
FL119534,DEL-CCU,DEL,CCU,Domestic,2025-05-28,128,Boeing 737,174,136,622378.06,509629.14,28.5562,77.1,22.6547,88.4467
FL119535,GOI-DEL,GOI,DEL,Domestic,2025-02-06,159,Airbus A320,180,100,506626.91,1024135.45,15.3808,73.8314,28.5562,77.1
FL119536,HYD-CCU,HYD,CCU,Domestic,2025-10-19,130,Boeing 737,174,169,696661.58,504098.77,17.2403,78.4294,22.6547,88.4467
FL119537,BOM-DOH,BOM,DOH,International,2025-08-14,189,Boeing 737,174,142,2091581.08,1382781.35,19.0896,72.8656,25.2731,51.6081
FL119538,DEL-CCU,DEL,CCU,Domestic,2025-07-04,147,Boeing 737,174,119,766677.03,486830.45,28.5562,77.1,22.6547,88.4467
FL119539,BLR-CCU,BLR,CCU,Domestic,2025-10-03,157,Airbus A321,220,170,923016.73,580391.49,13.1986,77.7066,22.6547,88.4467
FL119540,MAA-COK,MAA,COK,Domestic,2025-02-06,72,Airbus A320,180,160,857635.41,431934.67,12.9941,80.1709,10.152,76.4019
FL119541,DEL-FRA,DEL,FRA,International,2025-07-13,489,Boeing 787,250,121,2003210.25,2234520.88,28.5562,77.1,50.0379,8.5622
FL119542,BLR-MAA,BLR,MAA,Domestic,2025-07-28,70,Boeing 737,174,131,395630.03,429949.71,13.1986,77.7066,12.9941,80.1709
FL119543,HYD-COK,HYD,COK,Domestic,2025-03-28,100,Airbus A321,220,203,896915.88,445731.73,17.2403,78.4294,10.152,76.4019
FL119544,BOM-JFK,BOM,JFK,International,2025-09-19,956,Boeing 777,350,241,5771691.59,4383021.42,19.0896,72.8656,40.6413,-73.7781
FL119545,LKO-DEL,LKO,DEL,Domestic,2025-12-20,67,Boeing 737,174,152,559906.81,757146.31,26.7606,80.8893,28.5562,77.1
FL119546,JAI-DEL,JAI,DEL,Domestic,2025-06-12,62,Airbus A321,220,152,588898.34,763740.12,26.8242,75.8122,28.5562,77.1
FL119547,BOM-HYD,BOM,HYD,Domestic,2025-12-10,91,Airbus A320,180,145,516879.09,408135.43,19.0896,72.8656,17.2403,78.4294
FL119548,COK-DEL,COK,DEL,Domestic,2025-11-27,187,Boeing 737,174,110,743867.83,586434.95,10.152,76.4019,28.5562,77.1
FL119549,GOI-BOM,GOI,BOM,Domestic,2025-06-07,69,Airbus A321,220,157,559135.12,905691.62,15.3808,73.8314,19.0896,72.8656
FL119550,BLR-HYD,BLR,HYD,Domestic,2025-03-16,70,Boeing 737,174,126,445744.54,406724.31,13.1986,77.7066,17.2403,78.4294
FL119551,BLR-MAA,BLR,MAA,Domestic,2025-09-24,57,Boeing 737,174,116,384512.6,366593.1,13.1986,77.7066,12.9941,80.1709
FL119552,BLR-CCU,BLR,CCU,Domestic,2025-06-01,147,Boeing 737,174,138,700294.78,543627.24,13.1986,77.7066,22.6547,88.4467
FL119553,BLR-MAA,BLR,MAA,Domestic,2025-03-31,56,Airbus A321,220,202,859859.28,460094.99,13.1986,77.7066,12.9941,80.1709
FL119554,DEL-HYD,DEL,HYD,Domestic,2025-06-20,123,Airbus A321,220,155,850169.55,563781.0,28.5562,77.1,17.2403,78.4294
FL119555,HYD-COK,HYD,COK,Domestic,2025-01-07,86,Boeing 737,174,140,631637.77,500265.18,17.2403,78.4294,10.152,76.4019
FL119556,PNQ-DEL,PNQ,DEL,Domestic,2025-05-06,122,Airbus A320,180,147,610889.07,581895.79,18.5821,73.9197,28.5562,77.1
FL119557,LKO-DEL,LKO,DEL,Domestic,2025-03-28,82,Airbus A320,180,149,592453.89,808361.94,26.7606,80.8893,28.5562,77.1
FL119558,BLR-PNQ,BLR,PNQ,Domestic,2025-08-27,80,Airbus A321,220,197,771475.75,478823.8,13.1986,77.7066,18.5821,73.9197
FL119559,BLR-COK,BLR,COK,Domestic,2025-06-16,60,Airbus A320,180,116,414110.92,416203.47,13.1986,77.7066,10.152,76.4019
FL119560,DEL-SYD,DEL,SYD,International,2025-04-30,795,Airbus A350,315,224,4354321.69,3304604.93,28.5562,77.1,-33.9399,151.1753
FL119561,BOM-LHR,BOM,LHR,International,2025-01-17,563,Airbus A350,315,188,3255002.29,2538459.48,19.0896,72.8656,51.47,-0.4543
FL119562,BOM-JFK,BOM,JFK,International,2025-01-03,950,Airbus A350,315,221,4811680.17,3554367.12,19.0896,72.8656,40.6413,-73.7781
FL119563,DEL-CCU,DEL,CCU,Domestic,2025-04-16,136,Airbus A320,180,149,797071.8,466670.94,28.5562,77.1,22.6547,88.4467
FL119564,BLR-PNQ,BLR,PNQ,Domestic,2025-11-21,93,Airbus A320,180,171,707130.9,476378.38,13.1986,77.7066,18.5821,73.9197
FL119565,HYD-MAA,HYD,MAA,Domestic,2025-06-25,69,Airbus A321,220,154,527542.78,505402.56,17.2403,78.4294,12.9941,80.1709
FL119566,HYD-MAA,HYD,MAA,Domestic,2025-05-09,73,Airbus A321,220,165,721152.58,452223.81,17.2403,78.4294,12.9941,80.1709
FL119567,BOM-MAA,BOM,MAA,Domestic,2025-09-25,110,Boeing 737,174,140,647672.67,446864.95,19.0896,72.8656,12.9941,80.1709
FL119568,MAA-COK,MAA,COK,Domestic,2025-03-31,81,Airbus A320,180,158,644448.62,395278.17,12.9941,80.1709,10.152,76.4019
FL119569,PNQ-BLR,PNQ,BLR,Domestic,2025-08-03,93,Airbus A320,180,146,665799.15,451491.27,18.5821,73.9197,13.1986,77.7066
FL119570,AMD-BLR,AMD,BLR,Domestic,2025-03-13,135,Airbus A320,180,117,569093.6,619015.66,23.0772,72.6347,13.1986,77.7066
FL119571,PNQ-DEL,PNQ,DEL,Domestic,2025-02-26,112,Airbus A321,220,206,1061244.2,506004.14,18.5821,73.9197,28.5562,77.1
FL119572,BOM-MAA,BOM,MAA,Domestic,2025-08-22,98,Boeing 737,174,119,481486.21,454827.49,19.0896,72.8656,12.9941,80.1709
FL119573,JAI-DEL,JAI,DEL,Domestic,2025-05-09,54,Airbus A321,220,166,493446.97,679965.0,26.8242,75.8122,28.5562,77.1
FL119574,BLR-HYD,BLR,HYD,Domestic,2025-03-10,81,Airbus A321,220,177,863997.54,415124.0,13.1986,77.7066,17.2403,78.4294
FL119575,BOM-JFK,BOM,JFK,International,2025-05-14,956,Airbus A350,315,216,5554754.2,3554718.7,19.0896,72.8656,40.6413,-73.7781
FL119576,BLR-COK,BLR,COK,Domestic,2025-11-17,65,Airbus A320,180,137,482030.57,379237.37,13.1986,77.7066,10.152,76.4019
FL119577,PNQ-BLR,PNQ,BLR,Domestic,2025-08-07,82,Boeing 737,174,112,506072.93,413117.87,18.5821,73.9197,13.1986,77.7066
FL119578,BLR-COK,BLR,COK,Domestic,2025-12-24,58,Boeing 737,174,140,581391.56,398022.01,13.1986,77.7066,10.152,76.4019
FL119579,COK-DEL,COK,DEL,Domestic,2025-04-24,181,Boeing 737,174,154,812459.99,601056.76,10.152,76.4019,28.5562,77.1
FL119580,BLR-HYD,BLR,HYD,Domestic,2025-09-24,52,Boeing 737,174,117,379389.31,387709.92,13.1986,77.7066,17.2403,78.4294
FL119581,BOM-BKK,BOM,BKK,International,2025-05-06,262,Airbus A321,220,129,1824623.2,1720334.33,19.0896,72.8656,13.69,100.7501
FL119582,DEL-HYD,DEL,HYD,Domestic,2025-02-26,131,Airbus A320,180,112,553603.17,519783.37,28.5562,77.1,17.2403,78.4294
FL119583,JAI-DEL,JAI,DEL,Domestic,2025-07-10,48,Airbus A320,180,116,466561.27,693696.94,26.8242,75.8122,28.5562,77.1
FL119584,DEL-JFK,DEL,JFK,International,2025-03-20,889,Airbus A350,315,210,4871948.8,3461854.13,28.5562,77.1,40.6413,-73.7781
FL119585,GOI-BOM,GOI,BOM,Domestic,2025-10-31,64,Airbus A321,220,170,584928.72,964407.69,15.3808,73.8314,19.0896,72.8656
FL119586,BOM-FRA,BOM,FRA,International,2025-11-15,525,Boeing 777,350,322,5510539.02,2582587.67,19.0896,72.8656,50.0379,8.5622
FL119587,DEL-JFK,DEL,JFK,International,2025-03-09,901,Boeing 787,250,159,3709306.82,3376332.5,28.5562,77.1,40.6413,-73.7781
FL119588,BLR-KUL,BLR,KUL,International,2025-03-26,253,Boeing 737,174,164,2377233.61,1535013.73,13.1986,77.7066,2.7456,101.7072
FL119589,COK-BOM,COK,BOM,Domestic,2025-12-15,112,Airbus A321,220,174,819920.77,525821.35,10.152,76.4019,19.0896,72.8656
FL119590,BLR-CCU,BLR,CCU,Domestic,2025-09-11,159,Boeing 737,174,152,824210.66,483485.08,13.1986,77.7066,22.6547,88.4467
FL119591,BOM-CCU,BOM,CCU,Domestic,2025-09-19,162,Airbus A321,220,174,1029177.43,591226.71,19.0896,72.8656,22.6547,88.4467
FL119592,AMD-BLR,AMD,BLR,Domestic,2025-12-09,113,Airbus A320,180,171,751061.78,411435.42,23.0772,72.6347,13.1986,77.7066
FL119593,GOI-BOM,GOI,BOM,Domestic,2025-01-01,68,Airbus A321,220,164,536837.49,880600.5,15.3808,73.8314,19.0896,72.8656
FL119594,BOM-CCU,BOM,CCU,Domestic,2025-04-12,151,Airbus A321,220,208,1255317.78,566626.41,19.0896,72.8656,22.6547,88.4467
FL119595,BLR-KUL,BLR,KUL,International,2025-05-04,246,Boeing 737,174,151,2200660.75,1461662.51,13.1986,77.7066,2.7456,101.7072
FL119596,COK-DEL,COK,DEL,Domestic,2025-04-29,188,Boeing 737,174,146,798316.95,534632.75,10.152,76.4019,28.5562,77.1
FL119597,HYD-CCU,HYD,CCU,Domestic,2025-11-11,132,Airbus A321,220,190,835136.97,488807.47,17.2403,78.4294,22.6547,88.4467
FL119598,BLR-HYD,BLR,HYD,Domestic,2025-09-24,68,Airbus A320,180,106,522337.76,443345.23,13.1986,77.7066,17.2403,78.4294
FL119599,JAI-DEL,JAI,DEL,Domestic,2025-02-28,49,Airbus A320,180,127,323998.61,733554.91,26.8242,75.8122,28.5562,77.1
FL119600,JAI-DEL,JAI,DEL,Domestic,2025-03-04,54,Airbus A320,180,151,402472.78,702243.72,26.8242,75.8122,28.5562,77.1
FL119601,BOM-JFK,BOM,JFK,International,2025-12-23,945,Boeing 777,350,231,5294111.38,3636734.68,19.0896,72.8656,40.6413,-73.7781
FL119602,DEL-MAA,DEL,MAA,Domestic,2025-09-29,166,Airbus A320,180,135,734589.61,596315.29,28.5562,77.1,12.9941,80.1709
FL119603,DEL-JFK,DEL,JFK,International,2025-04-02,887,Airbus A350,315,250,5843758.79,3408747.03,28.5562,77.1,40.6413,-73.7781
FL119604,BLR-KUL,BLR,KUL,International,2025-02-07,251,Airbus A321,220,167,2264963.24,1584022.19,13.1986,77.7066,2.7456,101.7072
FL119605,DEL-DXB,DEL,DXB,International,2025-05-14,207,Boeing 737,174,124,1435203.33,1416760.14,28.5562,77.1,25.2532,55.3657
FL119606,HYD-CCU,HYD,CCU,Domestic,2025-08-09,122,Airbus A321,220,167,796393.76,561329.07,17.2403,78.4294,22.6547,88.4467
FL119607,BOM-DXB,BOM,DXB,International,2025-08-20,183,Boeing 787,250,158,2071837.78,1573359.2,19.0896,72.8656,25.2532,55.3657
FL119608,PNQ-DEL,PNQ,DEL,Domestic,2025-10-12,123,Airbus A320,180,175,893990.99,513538.47,18.5821,73.9197,28.5562,77.1
FL119609,DEL-SIN,DEL,SIN,International,2025-05-19,349,Boeing 787,250,213,3408098.95,2037305.82,28.5562,77.1,1.3644,103.9915
FL119610,MAA-COK,MAA,COK,Domestic,2025-10-29,70,Airbus A321,220,179,785662.08,373238.92,12.9941,80.1709,10.152,76.4019
FL119611,DEL-AMD,DEL,AMD,Domestic,2025-11-19,89,Airbus A321,220,164,638852.85,513561.25,28.5562,77.1,23.0772,72.6347
FL119612,DEL-FRA,DEL,FRA,International,2025-06-01,484,Boeing 787,250,137,2360266.66,2148715.22,28.5562,77.1,50.0379,8.5622
FL119613,BOM-HYD,BOM,HYD,Domestic,2025-03-26,83,Airbus A320,180,122,610476.51,394347.33,19.0896,72.8656,17.2403,78.4294
FL119614,BOM-MAA,BOM,MAA,Domestic,2025-02-04,105,Airbus A321,220,201,843214.29,467563.01,19.0896,72.8656,12.9941,80.1709
FL119615,BOM-BKK,BOM,BKK,International,2025-01-19,262,Airbus A321,220,205,2982988.6,1730495.96,19.0896,72.8656,13.69,100.7501
FL119616,MAA-COK,MAA,COK,Domestic,2025-05-19,78,Airbus A321,220,172,852039.64,396432.19,12.9941,80.1709,10.152,76.4019
FL119617,DEL-CDG,DEL,CDG,International,2025-07-08,515,Airbus A350,315,199,3585545.99,2314016.52,28.5562,77.1,49.0097,2.5479
FL119618,DEL-BLR,DEL,BLR,Domestic,2025-05-07,161,Boeing 737,174,100,603479.71,576587.27,28.5562,77.1,13.1986,77.7066
FL119619,HYD-COK,HYD,COK,Domestic,2025-12-17,96,Airbus A320,180,151,716066.44,484093.3,17.2403,78.4294,10.152,76.4019
FL119620,BLR-COK,BLR,COK,Domestic,2025-07-26,72,Airbus A321,220,144,509751.17,476819.84,13.1986,77.7066,10.152,76.4019
FL119621,DEL-MAA,DEL,MAA,Domestic,2025-08-19,168,Airbus A320,180,140,870381.05,692638.26,28.5562,77.1,12.9941,80.1709
FL119622,BOM-FRA,BOM,FRA,International,2025-07-17,522,Airbus A350,315,203,3517513.08,2398330.11,19.0896,72.8656,50.0379,8.5622
FL119623,DEL-BLR,DEL,BLR,Domestic,2025-06-06,164,Airbus A320,180,138,868625.92,572300.39,28.5562,77.1,13.1986,77.7066
FL119624,MAA-COK,MAA,COK,Domestic,2025-04-01,78,Airbus A321,220,180,621654.36,419240.6,12.9941,80.1709,10.152,76.4019
FL119625,COK-BOM,COK,BOM,Domestic,2025-04-19,115,Airbus A320,180,129,621596.05,443471.17,10.152,76.4019,19.0896,72.8656
FL119626,BOM-MAA,BOM,MAA,Domestic,2025-11-03,117,Airbus A320,180,145,509814.04,526566.52,19.0896,72.8656,12.9941,80.1709
FL119627,BOM-FRA,BOM,FRA,International,2025-12-06,524,Boeing 777,350,276,4751594.31,2548789.18,19.0896,72.8656,50.0379,8.5622
FL119628,BLR-PNQ,BLR,PNQ,Domestic,2025-12-14,84,Airbus A321,220,127,559357.04,489268.56,13.1986,77.7066,18.5821,73.9197
FL119629,GOI-DEL,GOI,DEL,Domestic,2025-12-03,155,Airbus A321,220,164,950979.5,1096875.46,15.3808,73.8314,28.5562,77.1
FL119630,JAI-DEL,JAI,DEL,Domestic,2025-06-14,57,Boeing 737,174,111,356729.96,688220.14,26.8242,75.8122,28.5562,77.1
FL119631,BOM-MAA,BOM,MAA,Domestic,2025-07-23,115,Airbus A321,220,159,669688.66,453072.35,19.0896,72.8656,12.9941,80.1709
FL119632,MAA-COK,MAA,COK,Domestic,2025-09-08,81,Boeing 737,174,167,644778.83,397911.97,12.9941,80.1709,10.152,76.4019
FL119633,COK-DEL,COK,DEL,Domestic,2025-05-02,185,Airbus A321,220,166,1160533.63,640761.11,10.152,76.4019,28.5562,77.1
FL119634,BOM-SIN,BOM,SIN,International,2025-05-15,327,Airbus A321,220,170,2357837.06,1779440.67,19.0896,72.8656,1.3644,103.9915
FL119635,DEL-HYD,DEL,HYD,Domestic,2025-12-27,123,Airbus A320,180,166,1026281.07,551150.06,28.5562,77.1,17.2403,78.4294
FL119636,DEL-DXB,DEL,DXB,International,2025-06-10,188,Boeing 787,250,152,2262643.23,1619802.96,28.5562,77.1,25.2532,55.3657
FL119637,BLR-CCU,BLR,CCU,Domestic,2025-10-06,162,Boeing 737,174,135,792838.29,595081.2,13.1986,77.7066,22.6547,88.4467
FL119638,DEL-FRA,DEL,FRA,International,2025-01-07,481,Airbus A350,315,269,5102879.53,2259483.38,28.5562,77.1,50.0379,8.5622
FL119639,BOM-BKK,BOM,BKK,International,2025-08-10,259,Airbus A321,220,134,2173280.12,1726159.69,19.0896,72.8656,13.69,100.7501
FL119640,DEL-BLR,DEL,BLR,Domestic,2025-10-28,170,Airbus A320,180,147,790992.28,603499.15,28.5562,77.1,13.1986,77.7066
FL119641,HYD-DXB,HYD,DXB,International,2025-02-16,224,Airbus A321,220,179,2646841.25,1675642.45,17.2403,78.4294,25.2532,55.3657
FL119642,PNQ-DEL,PNQ,DEL,Domestic,2025-04-28,128,Boeing 737,174,117,565670.16,565576.5,18.5821,73.9197,28.5562,77.1
FL119643,COK-DEL,COK,DEL,Domestic,2025-09-08,182,Airbus A321,220,141,899071.33,578837.29,10.152,76.4019,28.5562,77.1
FL119644,BOM-LHR,BOM,LHR,International,2025-03-05,561,Boeing 787,250,167,3338968.09,2394675.69,19.0896,72.8656,51.47,-0.4543
FL119645,DEL-HYD,DEL,HYD,Domestic,2025-03-14,134,Airbus A320,180,123,663254.71,512202.21,28.5562,77.1,17.2403,78.4294
FL119646,DEL-AMD,DEL,AMD,Domestic,2025-03-13,88,Airbus A321,220,164,679208.36,419181.05,28.5562,77.1,23.0772,72.6347
FL119647,MAA-COK,MAA,COK,Domestic,2025-06-30,76,Boeing 737,174,136,642647.81,491058.78,12.9941,80.1709,10.152,76.4019
FL119648,AMD-DEL,AMD,DEL,Domestic,2025-11-23,88,Boeing 737,174,150,630595.07,422389.72,23.0772,72.6347,28.5562,77.1
FL119649,BOM-BKK,BOM,BKK,International,2025-08-22,263,Airbus A321,220,182,2483463.3,2094091.95,19.0896,72.8656,13.69,100.7501
FL119650,BOM-CDG,BOM,CDG,International,2025-01-07,538,Airbus A350,315,214,3926923.78,2395895.54,19.0896,72.8656,49.0097,2.5479
